latitude,longitude,Salinity,Time,UUID
67.632835,41.622524,28.3506,2019-09-18 16:21:15.033585664,250dc444-db63-4871-8a5f-32daa3f05fc2
67.633499,41.623256,28.5689,2019-09-18 16:21:29.980798976,310899cd-d6f5-4140-942c-b873e156a4df
67.634239,41.624149,30.4077,2019-09-18 16:21:45.014392832,b11f69a4-af26-4cc5-ae4e-38c82084dd2e
67.634902,41.62487,29.1118,2019-09-18 16:21:59.961605888,786f3165-9aa0-402d-9b18-1ad3b582a72d
67.635597,41.625606,29.6173,2019-09-18 16:22:14.995199744,04d34834-a127-434b-a3f9-0912903fbe62
67.636329,41.626457,31.6546,2019-09-18 16:22:30.028793600,77f6040e-7a08-4302-b56f-86f54ac524a3
67.636985,41.627113,30.2304,2019-09-18 16:22:44.976006656,f1bdd8f5-e9bf-4b1f-a4ea-9f9232718c21
67.637733,41.627906,29.8283,2019-09-18 16:23:00.009600512,bf3efac0-8c10-480e-b409-b416df20caa1
67.63842,41.628726,27.5726,2019-09-18 16:23:15.043194368,cbb7be6d-d36f-4ebf-8cad-91f97697ea47
67.639076,41.629486,27.9408,2019-09-18 16:23:29.990407424,d5bfd2e1-75e7-439e-9cde-251ef539bd14
67.639808,41.630352,27.9336,2019-09-18 16:23:45.024001280,24335541-1eb4-428d-9e36-c7fc8683d49f
67.640464,41.631126,29.9983,2019-09-18 16:23:59.971214592,bea9fab4-4b95-4739-b359-bd574c7f568d
67.641227,41.632011,28.4356,2019-09-18 16:24:15.004808192,9103337f-1e77-4aa8-9317-a0161216c061
67.641944,41.632869,30.3145,2019-09-18 16:24:30.038402048,fa5aeca1-2043-4ae6-9f98-37df31954a44
67.642608,41.633674,28.0298,2019-09-18 16:24:44.985615360,246c42cb-27bd-44c8-8107-6208ed4c3eea
67.643394,41.634552,30.5749,2019-09-18 16:25:00.019208960,f9de4c47-1c10-4765-8a45-9dde095a41a2
67.644081,41.635307,29.1559,2019-09-18 16:25:14.966382080,797bac9b-a09c-4f12-9beb-8c0212e29047
67.644866,41.636177,28.7609,2019-09-18 16:25:30.000016128,f457a38d-c8f7-4446-9d2b-2f9b9e7d1ffc
67.645629,41.636966,28.8156,2019-09-18 16:25:45.033609984,a5e415f2-a591-4934-b2ba-55d83be5ddc5
67.646301,41.637767,31.0266,2019-09-18 16:25:59.980782848,08d437db-ebe4-460b-98ba-0e9a7d127c70
67.647117,41.638645,29.7653,2019-09-18 16:26:15.014416896,f2653929-feba-45f9-9729-67fb3ecb101a
67.647804,41.639419,29.116,2019-09-18 16:26:29.961589760,8b700066-3586-46a0-825e-ea066d5b9dcb
67.648529,41.640243,29.0024,2019-09-18 16:26:44.995183616,0a9ecaa9-088d-4c9d-b92d-79acf57b7000
67.649307,41.641117,28.2074,2019-09-18 16:27:00.028817664,f0f2704c-cd09-49c1-a82e-a9183b584bc7
67.649978,41.641883,28.7937,2019-09-18 16:27:14.975990528,08df2391-90dc-4de5-84d8-c1ece083a6b5
67.650741,41.642787,29.2436,2019-09-18 16:27:30.009584384,4ae7a3e2-4804-4dae-bc32-7d923c9d7794
67.65139,41.643642,29.548,2019-09-18 16:27:44.956797696,ef0087f0-9076-480c-b594-2e95211333ab
67.652122,41.64442,27.5836,2019-09-18 16:27:59.990391552,8cc6ff49-426f-4952-b603-687bc66c1207
67.6529,41.645309,29.2862,2019-09-18 16:28:15.023985152,0dbe78a2-6d22-4cd4-b6b1-6852d159a07a
67.653533,41.646049,28.2997,2019-09-18 16:28:29.971198464,99d239db-9fba-4746-ae0c-9e48e8836abc
67.654335,41.646938,31.2159,2019-09-18 16:28:45.004792320,780d6b7b-0222-4b6f-ac80-fb9a5724bc35
67.655075,41.647769,28.7722,2019-09-18 16:29:00.038385920,b63ec47f-12df-4711-9cee-6015a6779674
67.655761,41.648517,27.9137,2019-09-18 16:29:14.985599232,42b30447-fbd9-4ce1-8485-cef817d84941
67.656539,41.649375,31.0606,2019-09-18 16:29:30.019193088,70fb6cec-c3dd-45d9-92c1-53180a6d2194
67.657226,41.650196,28.8428,2019-09-18 16:29:44.966406144,a7fe0153-919a-4ba6-86f2-7b2dc1b05cf3
67.657997,41.651092,28.1917,2019-09-18 16:30:00.000000000,d12386d7-d6b2-4201-bd08-190da3f7b840
67.658729,41.651924,28.816,2019-09-18 16:30:15.033593856,5d29d092-563b-4a89-b318-320f267cc13f
67.659408,41.652664,30.2753,2019-09-18 16:30:29.980806912,f4037911-cd9e-4da8-94e8-c18671a46ee2
67.660179,41.653514,29.9853,2019-09-18 16:30:45.014400768,ef694ba2-7f17-47bd-ad72-0294eee346ec
67.660858,41.654289,28.7707,2019-09-18 16:30:59.961614080,87d12b6f-bb9e-4917-9b9a-efd3ac6e9885
67.661598,41.655067,29.341,2019-09-18 16:31:14.995207680,2acada0b-ee9d-4d89-8412-01a3e5d8b3b9
67.662376,41.655887,29.0477,2019-09-18 16:31:30.028801536,3abc1bc7-2f24-4721-92bb-8550a6ccd695
67.663063,41.65657,29.1495,2019-09-18 16:31:44.976014848,8da8b850-9838-4551-b5cc-3bf4d4a6d72e
67.663848,41.657245,29.461,2019-09-18 16:32:00.009608448,f1e2bfdb-562e-4048-a36b-21f4f975c2e6
67.66452,41.658073,28.2973,2019-09-18 16:32:14.956781568,9df27aff-462b-48c3-8469-6b685a6a4ff8
67.665237,41.65892,29.1852,2019-09-18 16:32:29.990415616,d29be6d4-6096-4f2d-b8f3-ee94b529dbab
67.666023,41.659732,29.2151,2019-09-18 16:32:45.024009472,c010ee84-446c-481e-a54d-443ccaa55fc3
67.666687,41.660522,29.7011,2019-09-18 16:32:59.971182336,3465734a-f077-478c-b9e5-e36951272a4b
67.66748,41.661407,28.2555,2019-09-18 16:33:15.004816384,85ca5e9e-09c7-417e-b8e7-c19f170f6a38
67.668197,41.662231,29.9219,2019-09-18 16:33:30.038410240,8664d376-2d9b-478d-9305-a6191cb21f49
67.668891,41.66299,27.8694,2019-09-18 16:33:44.985583104,ca6351e0-ef95-4114-a1ab-f84cf64ef4dd
67.669662,41.663925,28.8934,2019-09-18 16:34:00.019217152,81458a9f-f610-4dae-8125-c56f088f84dd
67.670333,41.664718,29.4961,2019-09-18 16:34:14.966390016,8f1ae328-72eb-4032-924e-426fc9260b8f
67.671104,41.665611,26.9434,2019-09-18 16:34:29.999983872,1fb160e8-4431-451e-b560-02acf89a80a0
67.671813,41.666484,29.6729,2019-09-18 16:34:45.033617920,27a480ad-d719-42ad-a51f-a3e0f60b30b8
67.672508,41.667205,29.0365,2019-09-18 16:34:59.980791040,34655b03-228e-47f7-bb4e-ba906887f73d
67.673278,41.668113,28.0947,2019-09-18 16:35:15.014384640,bd8c0188-d565-4dc5-8e44-d1361d102089
67.673965,41.668815,28.2722,2019-09-18 16:35:29.961597952,24666dbd-56ac-403e-b41e-6421ccc678f0
67.674652,41.669567,27.1769,2019-09-18 16:35:44.995191808,49b376b4-7c9f-422d-8d23-227bb975f86f
67.675453,41.670539,28.5842,2019-09-18 16:36:00.028785408,14ed3b13-0950-4d52-a8c2-54a0527ed842
67.676139,41.671253,31.5036,2019-09-18 16:36:14.975998720,37f965ff-992d-4bce-8434-1e3b9ef20877
67.676948,41.672061,27.6258,2019-09-18 16:36:30.009592576,604d3195-ac11-46ae-890f-5a8e2fb60d6b
67.677597,41.672817,27.0403,2019-09-18 16:36:44.956805632,557715a5-f1de-4c26-bae4-f0d4b124f8c2
67.678382,41.673538,29.9743,2019-09-18 16:36:59.990399488,e46baffa-f0be-45be-b6ed-03bafd7ed447
67.679214,41.674259,32.9495,2019-09-18 16:37:15.023993344,e7f3f091-f481-46bf-b5c1-3c0b55c84c45
67.679946,41.674938,27.5545,2019-09-18 16:37:29.971206400,d6985a5e-2fbc-491d-9e21-1a29a7cc0108
67.680656,41.675704,30.5674,2019-09-18 16:37:45.004800256,d6fa9ac4-ddfd-41da-864d-6fae655b1884
67.681396,41.676662,28.0891,2019-09-18 16:38:00.038394112,540a5d4d-a8de-4cd1-a154-4bc3242d2cc2
67.682098,41.677356,28.8421,2019-09-18 16:38:14.985607168,91c734e6-9d82-4002-b8da-a3419eb3ce0d
67.682868,41.67807,29.8234,2019-09-18 16:38:30.019201024,0fe0cfdb-d3a3-44a2-9fb2-43b55d1571cc
67.683563,41.678813,27.6025,2019-09-18 16:38:44.966414336,f95e5b62-648a-4ce2-b9a5-1891a33921dc
67.684356,41.679489,29.9451,2019-09-18 16:39:00.000007936,fde1827b-970c-4332-b923-bc7d2587f93a
67.685058,41.680274,27.2493,2019-09-18 16:39:15.033601792,2e9a7646-ad22-41ac-93d7-79472add477a
67.68576,41.680988,28.3296,2019-09-18 16:39:29.980815104,b248306f-e9a3-45e7-a793-26c3196a5055
67.686515,41.68164,30.2279,2019-09-18 16:39:45.014408704,0a7282df-a373-40ef-ace8-b95bdf59b40b
67.687294,41.68227,28.9453,2019-09-18 16:39:59.961581824,e3dcd2d9-d3dd-4fba-bac3-555ee5c807ea
67.688049,41.683021,28.1912,2019-09-18 16:40:14.995215872,dbdd858b-7f6c-4e66-a99c-76294fc931ee
67.688835,41.683811,27.8733,2019-09-18 16:40:30.028809728,f04fb5dc-6f08-4e29-abb0-6cca8e6534b2
67.689521,41.684452,28.8342,2019-09-18 16:40:44.975982592,85cc03db-76d9-4e02-8bc1-7bc34e940c8f
67.690322,41.685184,28.6916,2019-09-18 16:41:00.009616640,c1593be4-d72e-4f5d-b20b-8fb592c6bcc6
67.691055,41.685966,28.702,2019-09-18 16:41:15.043210496,351bfee6-d444-4aab-83f0-0fc301e57eeb
67.691734,41.686668,29.2949,2019-09-18 16:41:29.990383360,1ab2e185-dc82-42e8-8f11-31f9c11c5acb
67.692535,41.687461,28.38,2019-09-18 16:41:45.024017408,12db0a02-c987-46ff-af02-5369e31a8e74
67.693237,41.688087,28.651,2019-09-18 16:41:59.971190272,1ecc0a17-bf9d-4444-b64c-46d99f45e86f
67.694038,41.688838,29.4892,2019-09-18 16:42:15.004784128,90479918-b353-4fb3-bc82-1af2e0c5af3d
